200S,US,Jan-07,81,79,2,2.43902439024
200S,US,Feb-07,88,86,2,2.24719101124
200S,US,Mar-07,81,78,3,3.65853658537
200S,US,Apr-07,77,73,4,5.12820512821
200S,US,May-07,85,80,5,5.81395348837
200S,US,Jun-07,84,79,5,5.88235294118
200S,US,Jul-07,78,77,1,1.26582278481
200S,US,Aug-07,77,73,4,5.12820512821
200S,US,Sep-07,69,68,1,1.42857142857
200S,Canada,Jan-07,93,91,2,2.12765957447
200S,Canada,Feb-07,96,93,3,3.09278350515
200S,Canada,Mar-07,97,94,3,3.0612244898
200S,Canada,Apr-07,92,87,5,5.37634408602
200S,Canada,May-07,92,87,5,5.37634408602
200S,Canada,Jun-07,85,79,6,6.97674418605
200S,Canada,Jul-07,83,81,2,2.38095238095
200S,Canada,Aug-07,81,77,4,4.87804878049
200S,Canada,Sep-07,77,76,1,1.28205128205
200S,Brazil,Jan-07,90,88,2,2.1978021978
200S,Brazil,Feb-07,88,85,3,3.37078651685
200S,Brazil,Mar-07,90,87,3,3.2967032967
200S,Brazil,Apr-07,83,79,4,4.7619047619
200S,Brazil,May-07,89,84,5,5.55555555556
200S,Brazil,Jun-07,88,82,6,6.74157303371
200S,Brazil,Jul-07,78,76,2,2.53164556962
200S,Brazil,Aug-07,77,73,4,5.12820512821
200S,Brazil,Sep-07,78,77,1,1.26582278481
200S,Argentina,Jan-07,64,63,1,1.53846153846
200S,Argentina,Feb-07,67,65,2,2.94117647059
200S,Argentina,Mar-07,61,59,2,3.22580645161
200S,Argentina,Apr-07,63,59,4,6.25
200S,Argentina,May-07,59,55,4,6.66666666667
200S,Argentina,Jun-07,59,54,5,8.33333333333
200S,Argentina,Jul-07,60,60,0,0.0
200S,Argentina,Aug-07,51,48,3,5.76923076923
200S,Argentina,Sep-07,49,48,1,2.0
200S,UK,Jan-07,72,71,1,1.3698630137
200S,UK,Feb-07,73,71,2,2.7027027027
200S,UK,Mar-07,71,69,2,2.77777777778
200S,UK,Apr-07,75,71,4,5.26315789474
200S,UK,May-07,73,69,4,5.40540540541
200S,UK,Jun-07,74,68,6,8.0
200S,UK,Jul-07,64,63,1,1.53846153846
200S,UK,Aug-07,65,62,3,4.54545454545
200S,UK,Sep-07,64,63,1,1.53846153846
200S,France,Jan-07,83,81,2,2.38095238095
200S,France,Feb-07,79,77,2,2.5
200S,France,Mar-07,75,72,3,3.94736842105
200S,France,Apr-07,83,79,4,4.7619047619
200S,France,May-07,83,78,5,5.95238095238
200S,France,Jun-07,76,71,5,6.49350649351
200S,France,Jul-07,66,64,2,2.98507462687
200S,France,Aug-07,69,65,4,5.71428571429
200S,France,Sep-07,66,65,1,1.49253731343
200S,Germany,Jan-07,22,22,0,0.0
200S,Germany,Feb-07,30,30,0,0.0
200S,Germany,Mar-07,22,22,0,0.0
200S,Germany,Apr-07,26,24,2,7.40740740741
200S,Germany,May-07,23,21,2,8.33333333333
200S,Germany,Jun-07,25,22,3,11.5384615385
200S,Germany,Jul-07,23,24,1,4.16666666667
200S,Germany,Aug-07,18,17,1,5.26315789474
200S,Germany,Sep-07,22,22,0,0.0
200S,Spain,Jan-07,68,67,1,1.44927536232
200S,Spain,Feb-07,65,63,2,3.0303030303
200S,Spain,Mar-07,59,57,2,3.33333333333
200S,Spain,Apr-07,69,65,4,5.71428571429
200S,Spain,May-07,65,61,4,6.06060606061
200S,Spain,Jun-07,61,56,5,8.06451612903
200S,Spain,Jul-07,52,51,1,1.88679245283
200S,Spain,Aug-07,58,55,3,5.08474576271
200S,Spain,Sep-07,57,56,1,1.72413793103
200S,Italy,Jan-07,32,32,0,0.0
200S,Italy,Feb-07,34,33,1,2.85714285714
200S,Italy,Mar-07,36,35,1,2.7027027027
200S,Italy,Apr-07,37,34,3,7.89473684211
200S,Italy,May-07,33,30,3,8.82352941176
200S,Italy,Jun-07,38,35,3,7.69230769231
200S,Italy,Jul-07,29,31,2,6.66666666667
200S,Italy,Aug-07,32,30,2,6.06060606061
200S,Italy,Sep-07,29,29,0,0.0
200S,China,Jan-07,87,85,2,2.27272727273
200S,China,Feb-07,82,80,2,2.40963855422
200S,China,Mar-07,87,84,3,3.40909090909
200S,China,Apr-07,88,84,4,4.49438202247
200S,China,May-07,83,78,5,5.95238095238
200S,China,Jun-07,83,77,6,7.14285714286
200S,China,Jul-07,81,80,1,1.21951219512
200S,China,Aug-07,76,72,4,5.19480519481
200S,China,Sep-07,76,74,2,2.5974025974
200S,Japan,Jan-07,64,63,1,1.53846153846
200S,Japan,Feb-07,63,62,1,1.5625
200S,Japan,Mar-07,58,55,3,5.08474576271
200S,Japan,Apr-07,54,51,3,5.45454545455
200S,Japan,May-07,53,49,4,7.40740740741
200S,Japan,Jun-07,53,48,5,9.25925925926
200S,Japan,Jul-07,60,60,0,0.0
200S,Japan,Aug-07,53,50,3,5.55555555556
200S,Japan,Sep-07,54,53,1,1.81818181818
300S,US,Jan-07,28,28,0,0.0
300S,US,Feb-07,28,27,1,3.44827586207
300S,US,Mar-07,22,21,1,4.34782608696
300S,US,Apr-07,27,25,2,7.14285714286
300S,US,May-07,27,25,2,7.14285714286
300S,US,Jun-07,27,24,3,10.7142857143
300S,US,Jul-07,21,22,1,4.54545454545
300S,US,Aug-07,28,27,1,3.44827586207
300S,US,Sep-07,19,19,0,0.0
300S,Canada,Jan-07,20,21,1,4.7619047619
300S,Canada,Feb-07,23,22,1,4.16666666667
300S,Canada,Mar-07,22,21,1,4.34782608696
300S,Canada,Apr-07,16,14,2,11.7647058824
300S,Canada,May-07,16,14,2,11.7647058824
300S,Canada,Jun-07,17,15,2,11.1111111111
300S,Canada,Jul-07,20,21,1,4.7619047619
300S,Canada,Aug-07,20,19,1,4.7619047619
300S,Canada,Sep-07,20,20,0,0.0
300S,Brazil,Jan-07,62,61,1,1.5873015873
300S,Brazil,Feb-07,58,56,2,3.38983050847
300S,Brazil,Mar-07,55,53,2,3.57142857143
300S,Brazil,Apr-07,59,56,3,5.0
300S,Brazil,May-07,53,49,4,7.40740740741
300S,Brazil,Jun-07,54,49,5,9.09090909091
300S,Brazil,Jul-07,53,53,0,0.0
300S,Brazil,Aug-07,49,46,3,6.0
300S,Brazil,Sep-07,54,53,1,1.81818181818
300S,Argentina,Jan-07,46,46,0,0.0
300S,Argentina,Feb-07,41,40,1,2.38095238095
300S,Argentina,Mar-07,44,43,1,2.22222222222
300S,Argentina,Apr-07,38,35,3,7.69230769231
300S,Argentina,May-07,43,40,3,6.81818181818
300S,Argentina,Jun-07,39,35,4,10.0
300S,Argentina,Jul-07,40,40,0,0.0
300S,Argentina,Aug-07,36,33,3,8.10810810811
300S,Argentina,Sep-07,38,38,0,0.0
300S,UK,Jan-07,27,27,0,0.0
300S,UK,Feb-07,30,29,1,3.22580645161
300S,UK,Mar-07,30,29,1,3.22580645161
300S,UK,Apr-07,29,27,2,6.66666666667
300S,UK,May-07,25,23,2,7.69230769231
300S,UK,Jun-07,25,22,3,11.5384615385
300S,UK,Jul-07,28,29,1,3.44827586207
300S,UK,Aug-07,21,20,1,4.54545454545
300S,UK,Sep-07,26,26,0,0.0
300S,France,Jan-07,108,105,3,2.75229357798
300S,France,Feb-07,108,105,3,2.75229357798
300S,France,Mar-07,105,100,5,4.71698113208
300S,France,Apr-07,108,103,5,4.5871559633
300S,France,May-07,112,107,5,4.42477876106
300S,France,Jun-07,104,98,6,5.71428571429
300S,France,Jul-07,90,87,3,3.2967032967
300S,France,Aug-07,89,85,4,4.44444444444
300S,France,Sep-07,85,83,2,2.32558139535
300S,Germany,Jan-07,36,36,0,0.0
300S,Germany,Feb-07,45,44,1,2.17391304348
300S,Germany,Mar-07,44,43,1,2.22222222222
300S,Germany,Apr-07,43,40,3,6.81818181818
300S,Germany,May-07,38,35,3,7.69230769231
300S,Germany,Jun-07,39,36,3,7.5
300S,Germany,Jul-07,37,38,1,2.63157894737
300S,Germany,Aug-07,37,35,2,5.26315789474
300S,Germany,Sep-07,32,32,0,0.0
300S,Spain,Jan-07,20,20,0,0.0
300S,Spain,Feb-07,18,18,0,0.0
300S,Spain,Mar-07,23,22,1,4.16666666667
300S,Spain,Apr-07,20,18,2,9.52380952381
300S,Spain,May-07,28,27,1,3.44827586207
300S,Spain,Jun-07,27,24,3,10.7142857143
300S,Spain,Jul-07,17,18,1,5.55555555556
300S,Spain,Aug-07,20,19,1,4.7619047619
300S,Spain,Sep-07,20,20,0,0.0
300S,Italy,Jan-07,7,8,1,12.5
300S,Italy,Feb-07,9,10,1,10.0
300S,Italy,Mar-07,6,6,0,0.0
300S,Italy,Apr-07,7,6,1,12.5
300S,Italy,May-07,6,5,1,14.2857142857
300S,Italy,Jun-07,7,5,2,25.0
300S,Italy,Jul-07,5,7,2,33.3333333333
300S,Italy,Aug-07,6,4,2,28.5714285714
300S,Italy,Sep-07,5,5,0,0.0
300S,China,Jan-07,33,33,0,0.0
300S,China,Feb-07,37,36,1,2.63157894737
300S,China,Mar-07,29,28,1,3.33333333333
300S,China,Apr-07,36,33,3,8.10810810811
300S,China,May-07,30,27,3,9.67741935484
300S,China,Jun-07,29,26,3,10.0
300S,China,Jul-07,28,29,1,3.44827586207
300S,China,Aug-07,36,35,1,2.7027027027
300S,China,Sep-07,30,30,0,0.0
300S,Japan,Jan-07,11,12,1,8.33333333333
300S,Japan,Feb-07,7,7,0,0.0
300S,Japan,Mar-07,12,12,0,0.0
300S,Japan,Apr-07,8,7,1,11.1111111111
300S,Japan,May-07,10,8,2,18.1818181818
300S,Japan,Jun-07,11,9,2,16.6666666667
300S,Japan,Jul-07,6,8,2,28.5714285714
300S,Japan,Aug-07,6,4,2,28.5714285714
300S,Japan,Sep-07,6,6,0,0.0
600S,US,Jan-07,6,7,1,14.2857142857
600S,US,Feb-07,2,2,0,0.0
600S,US,Mar-07,5,6,1,16.6666666667
600S,US,Apr-07,4,3,1,20.0
600S,US,May-07,4,3,1,20.0
600S,US,Jun-07,3,1,2,50.0
600S,US,Jul-07,7,8,1,12.5
600S,US,Aug-07,7,6,1,12.5
600S,US,Sep-07,7,7,0,0.0
600S,Canada,Jan-07,74,72,2,2.66666666667
600S,Canada,Feb-07,71,69,2,2.77777777778
600S,Canada,Mar-07,78,75,3,3.79746835443
600S,Canada,Apr-07,73,69,4,5.40540540541
600S,Canada,May-07,76,71,5,6.49350649351
600S,Canada,Jun-07,73,68,5,6.75675675676
600S,Canada,Jul-07,78,77,1,1.26582278481
600S,Canada,Aug-07,73,70,3,4.05405405405
600S,Canada,Sep-07,79,79,0,0.0
600S,Brazil,Jan-07,72,70,2,2.7397260274
600S,Brazil,Feb-07,70,68,2,2.81690140845
600S,Brazil,Mar-07,72,70,2,2.7397260274
600S,Brazil,Apr-07,72,68,4,5.47945205479
600S,Brazil,May-07,76,72,4,5.19480519481
600S,Brazil,Jun-07,78,73,5,6.32911392405
600S,Brazil,Jul-07,72,71,1,1.3698630137
600S,Brazil,Aug-07,72,69,3,4.1095890411
600S,Brazil,Sep-07,70,69,1,1.40845070423
600S,Argentina,Jan-07,76,74,2,2.5974025974
600S,Argentina,Feb-07,79,77,2,2.5
600S,Argentina,Mar-07,77,74,3,3.84615384615
600S,Argentina,Apr-07,83,79,4,4.7619047619
600S,Argentina,May-07,78,73,5,6.32911392405
600S,Argentina,Jun-07,79,74,5,6.25
600S,Argentina,Jul-07,80,79,1,1.23456790123
600S,Argentina,Aug-07,79,76,3,3.75
600S,Argentina,Sep-07,85,85,0,0.0
600S,UK,Jan-07,26,26,0,0.0
600S,UK,Feb-07,30,30,0,0.0
600S,UK,Mar-07,30,29,1,3.22580645161
600S,UK,Apr-07,34,32,2,5.71428571429
600S,UK,May-07,27,24,3,10.7142857143
600S,UK,Jun-07,31,28,3,9.375
600S,UK,Jul-07,31,32,1,3.125
600S,UK,Aug-07,26,25,1,3.7037037037
600S,UK,Sep-07,29,29,0,0.0
600S,France,Jan-07,118,115,3,2.52100840336
600S,France,Feb-07,119,116,3,2.5
600S,France,Mar-07,115,111,4,3.44827586207
600S,France,Apr-07,125,120,5,3.96825396825
600S,France,May-07,125,119,6,4.7619047619
600S,France,Jun-07,122,115,7,5.69105691057
600S,France,Jul-07,111,108,3,2.67857142857
600S,France,Aug-07,110,105,5,4.5045045045
600S,France,Sep-07,111,108,3,2.67857142857
600S,Germany,Jan-07,107,104,3,2.77777777778
600S,Germany,Feb-07,113,110,3,2.63157894737
600S,Germany,Mar-07,115,111,4,3.44827586207
600S,Germany,Apr-07,115,110,5,4.31034482759
600S,Germany,May-07,118,112,6,5.04201680672
600S,Germany,Jun-07,118,112,6,5.04201680672
600S,Germany,Jul-07,107,105,2,1.85185185185
600S,Germany,Aug-07,104,99,5,4.7619047619
600S,Germany,Sep-07,108,106,2,1.83486238532
600S,Spain,Jan-07,69,68,1,1.42857142857
600S,Spain,Feb-07,73,71,2,2.7027027027
600S,Spain,Mar-07,78,76,2,2.53164556962
600S,Spain,Apr-07,76,73,3,3.8961038961
600S,Spain,May-07,77,73,4,5.12820512821
600S,Spain,Jun-07,84,79,5,5.88235294118
600S,Spain,Jul-07,67,66,1,1.47058823529
600S,Spain,Aug-07,77,73,4,5.12820512821
600S,Spain,Sep-07,73,72,1,1.35135135135
600S,Italy,Jan-07,81,78,3,3.65853658537
600S,Italy,Feb-07,83,81,2,2.38095238095
600S,Italy,Mar-07,82,79,3,3.61445783133
600S,Italy,Apr-07,89,85,4,4.44444444444
600S,Italy,May-07,92,87,5,5.37634408602
600S,Italy,Jun-07,89,84,5,5.55555555556
600S,Italy,Jul-07,75,73,2,2.63157894737
600S,Italy,Aug-07,83,80,3,3.57142857143
600S,Italy,Sep-07,78,77,1,1.26582278481
600S,China,Jan-07,99,96,3,3.0
600S,China,Feb-07,102,99,3,2.91262135922
600S,China,Mar-07,104,101,3,2.85714285714
600S,China,Apr-07,104,99,5,4.7619047619
600S,China,May-07,109,104,5,4.54545454545
600S,China,Jun-07,100,94,6,5.94059405941
600S,China,Jul-07,109,108,1,0.909090909091
600S,China,Aug-07,110,106,4,3.6036036036
600S,China,Sep-07,106,103,3,2.80373831776
600S,Japan,Jan-07,22,22,0,0.0
600S,Japan,Feb-07,20,20,0,0.0
600S,Japan,Mar-07,16,16,0,0.0
600S,Japan,Apr-07,14,12,2,13.3333333333
600S,Japan,May-07,21,19,2,9.09090909091
600S,Japan,Jun-07,19,16,3,15.0
600S,Japan,Jul-07,23,25,2,8.33333333333
600S,Japan,Aug-07,23,21,2,8.33333333333
600S,Japan,Sep-07,14,14,0,0.0
626S,US,Jan-07,73,72,1,1.35135135135
626S,US,Feb-07,79,77,2,2.5
626S,US,Mar-07,82,79,3,3.61445783133
626S,US,Apr-07,75,71,4,5.26315789474
626S,US,May-07,81,77,4,4.87804878049
626S,US,Jun-07,77,72,5,6.41025641026
626S,US,Jul-07,75,74,1,1.31578947368
626S,US,Aug-07,82,79,3,3.61445783133
626S,US,Sep-07,78,77,1,1.26582278481
626S,Canada,Jan-07,52,51,1,1.88679245283
626S,Canada,Feb-07,52,51,1,1.88679245283
626S,Canada,Mar-07,55,53,2,3.57142857143
626S,Canada,Apr-07,51,48,3,5.76923076923
626S,Canada,May-07,47,44,3,6.25
626S,Canada,Jun-07,56,52,4,7.01754385965
626S,Canada,Jul-07,54,54,0,0.0
626S,Canada,Aug-07,46,43,3,6.3829787234
626S,Canada,Sep-07,49,49,0,0.0
626S,Brazil,Jan-07,26,26,0,0.0
626S,Brazil,Feb-07,29,29,0,0.0
626S,Brazil,Mar-07,22,21,1,4.34782608696
626S,Brazil,Apr-07,31,29,2,6.25
626S,Brazil,May-07,30,28,2,6.45161290323
626S,Brazil,Jun-07,25,22,3,11.5384615385
626S,Brazil,Jul-07,28,29,1,3.44827586207
626S,Brazil,Aug-07,26,24,2,7.40740740741
626S,Brazil,Sep-07,30,30,0,0.0
626S,Argentina,Jan-07,110,107,3,2.7027027027
626S,Argentina,Feb-07,102,99,3,2.91262135922
626S,Argentina,Mar-07,106,101,5,4.67289719626
626S,Argentina,Apr-07,107,102,5,4.62962962963
626S,Argentina,May-07,108,102,6,5.50458715596
626S,Argentina,Jun-07,114,108,6,5.21739130435
626S,Argentina,Jul-07,108,106,2,1.83486238532
626S,Argentina,Aug-07,112,107,5,4.42477876106
626S,Argentina,Sep-07,112,110,2,1.76991150442
626S,UK,Jan-07,31,31,0,0.0
626S,UK,Feb-07,29,29,0,0.0
626S,UK,Mar-07,28,27,1,3.44827586207
626S,UK,Apr-07,30,28,2,6.45161290323
